ID,standard_name,link
ORPHA:295227,"Congenital elbow dislocation, bilateral",https://www.orpha.net/en/disease/detail/295227
ORPHA:295229,Congenital genu recurvatum,https://www.orpha.net/en/disease/detail/295229
ORPHA:295232,Congenital genu flexum,https://www.orpha.net/en/disease/detail/295232
ORPHA:295234,"OBSOLETE: Congenital patella dislocation, unilateral",https://www.orpha.net/en/disease/detail/295234
ORPHA:295237,"OBSOLETE: Congenital patella dislocation, bilateral",https://www.orpha.net/en/disease/detail/295237
ORPHA:295239,"Macrodactyly of fingers, unilateral",https://www.orpha.net/en/disease/detail/295239
ORPHA:295241,"Macrodactyly of fingers, bilateral",https://www.orpha.net/en/disease/detail/295241
ORPHA:295243,"Macrodactyly of toes, unilateral",https://www.orpha.net/en/disease/detail/295243
ORPHA:295245,"Macrodactyly of toes, bilateral",https://www.orpha.net/en/disease/detail/295245
ORPHA:2953,Musculocontractural Ehlers-Danlos syndrome,https://www.orpha.net/en/disease/detail/2953
ORPHA:2956,Acrodysplasia scoliosis,https://www.orpha.net/en/disease/detail/2956
ORPHA:2957,Guttmacher syndrome,https://www.orpha.net/en/disease/detail/2957
ORPHA:2958,X-linked intellectual disability-dysmorphism-cerebral atrophy syndrome,https://www.orpha.net/en/disease/detail/2958
ORPHA:2959,Progeria-short stature-pigmented nevi syndrome,https://www.orpha.net/en/disease/detail/2959
ORPHA:296,Ollier disease,https://www.orpha.net/en/disease/detail/296
ORPHA:2962,De Barsy syndrome,https://www.orpha.net/en/disease/detail/2962
ORPHA:2963,"Progeroid syndrome, Petty type",https://www.orpha.net/en/disease/detail/2963
ORPHA:2964,Autosomal dominant prognathism,https://www.orpha.net/en/disease/detail/2964
ORPHA:2965,Prolactinoma,https://www.orpha.net/en/disease/detail/2965
ORPHA:2966,Properdin deficiency,https://www.orpha.net/en/disease/detail/2966
ORPHA:2967,Transcobalamin I deficiency,https://www.orpha.net/en/disease/detail/2967
ORPHA:2968,Leukocyte adhesion deficiency,https://www.orpha.net/en/disease/detail/2968
ORPHA:2969,Proteus-like syndrome,https://www.orpha.net/en/disease/detail/2969
ORPHA:297,Tick-borne encephalitis,https://www.orpha.net/en/disease/detail/297
ORPHA:2970,Prune belly syndrome,https://www.orpha.net/en/disease/detail/2970
ORPHA:2971,Peroxisomal acyl-CoA oxidase deficiency,https://www.orpha.net/en/disease/detail/2971
ORPHA:2972,Non-eruption of teeth-maxillary hypoplasia-genu valgum syndrome,https://www.orpha.net/en/disease/detail/2972
ORPHA:2973,"46,XX difference of sex development-anorectal anomalies syndrome",https://www.orpha.net/en/disease/detail/2973
ORPHA:2975,"46,XX difference of sex development-skeletal anomalies syndrome",https://www.orpha.net/en/disease/detail/2975
ORPHA:2976,"Pseudoleprechaunism syndrome, Patterson type",https://www.orpha.net/en/disease/detail/2976
ORPHA:2978,Chronic intestinal pseudoobstruction syndrome,https://www.orpha.net/en/disease/detail/2978
ORPHA:298,Mitochondrial neurogastrointestinal encephalomyopathy,https://www.orpha.net/en/disease/detail/298
ORPHA:2980,Acrootoocular syndrome,https://www.orpha.net/en/disease/detail/2980
ORPHA:2981,Pseudo-Zellweger syndrome,https://www.orpha.net/en/disease/detail/2981
ORPHA:2982,"46,XX difference of sex development",https://www.orpha.net/en/disease/detail/2982
ORPHA:29822,Spontaneous periodic hypothermia,https://www.orpha.net/en/disease/detail/29822
ORPHA:2983,Difference of sex development-intellectual disability syndrome,https://www.orpha.net/en/disease/detail/2983
ORPHA:2985,Pseudoprogeria syndrome,https://www.orpha.net/en/disease/detail/2985
ORPHA:298644,Disorder of thiamine metabolism and transport,https://www.orpha.net/en/disease/detail/298644
ORPHA:2987,Antecubital pterygium syndrome,https://www.orpha.net/en/disease/detail/2987
ORPHA:2988,Pterygium colli-intellectual disability-digital anomalies syndrome,https://www.orpha.net/en/disease/detail/2988
ORPHA:2989,Familial pterygium of the conjunctiva,https://www.orpha.net/en/disease/detail/2989
ORPHA:2990,Autosomal recessive multiple pterygium syndrome,https://www.orpha.net/en/disease/detail/2990
ORPHA:2994,Short stature-craniofacial anomalies-genital hypoplasia syndrome,https://www.orpha.net/en/disease/detail/2994
ORPHA:2995,Baraitser-Winter cerebrofrontofacial syndrome,https://www.orpha.net/en/disease/detail/2995
ORPHA:2997,Ptosis-vocal cord paralysis syndrome,https://www.orpha.net/en/disease/detail/2997
ORPHA:2998,Carnevale syndrome,https://www.orpha.net/en/disease/detail/2998
ORPHA:2999,Ptosis-strabismus-ectopic pupils syndrome,https://www.orpha.net/en/disease/detail/2999
ORPHA:30,Hereditary orotic aciduria,https://www.orpha.net/en/disease/detail/30
ORPHA:300,Bifunctional enzyme deficiency,https://www.orpha.net/en/disease/detail/300
ORPHA:3000,Familial peripheral male-limited precocious puberty,https://www.orpha.net/en/disease/detail/3000
ORPHA:300179,Kyphoscoliotic Ehlers-Danlos syndrome due to FKBP22 deficiency,https://www.orpha.net/en/disease/detail/300179
ORPHA:3002,Immune thrombocytopenia,https://www.orpha.net/en/disease/detail/3002
ORPHA:300284,Connective tissue disorder due to lysyl hydroxylase-3 deficiency,https://www.orpha.net/en/disease/detail/300284
ORPHA:300293,Transient infantile hypertriglyceridemia and hepatosteatosis,https://www.orpha.net/en/disease/detail/300293
ORPHA:300298,Severe congenital hypochromic anemia with ringed sideroblasts,https://www.orpha.net/en/disease/detail/300298
ORPHA:3003,Pyknoachondrogenesis,https://www.orpha.net/en/disease/detail/3003
ORPHA:300305,11p15.4 microduplication syndrome,https://www.orpha.net/en/disease/detail/300305
ORPHA:300313,Congenital cataract-hearing loss-severe developmental delay syndrome,https://www.orpha.net/en/disease/detail/300313
ORPHA:300319,Autosomal dominant Charcot-Marie-Tooth disease type 2P,https://www.orpha.net/en/disease/detail/300319
ORPHA:300324,Persistent polyclonal B-cell lymphocytosis,https://www.orpha.net/en/disease/detail/300324
ORPHA:300333,Nephrotic syndrome-epidermolysis bullosa-sensorineural deafness syndrome,https://www.orpha.net/en/disease/detail/300333
ORPHA:300337,OBSOLETE: Congenital blindness due to retinal non-attachment,https://www.orpha.net/en/disease/detail/300337
ORPHA:300345,Autosomal systemic lupus erythematosus,https://www.orpha.net/en/disease/detail/300345
ORPHA:300359,PLCG2-associated antibody deficiency and immune dysregulation,https://www.orpha.net/en/disease/detail/300359
ORPHA:300373,X-linked acrogigantism,https://www.orpha.net/en/disease/detail/300373
ORPHA:300382,Progeroid and marfanoid aspect-lipodystrophy syndrome,https://www.orpha.net/en/disease/detail/300382
ORPHA:300385,Pituitary carcinoma,https://www.orpha.net/en/disease/detail/300385
ORPHA:3004,Mirror polydactyly-vertebral segmentation-limbs defects syndrome,https://www.orpha.net/en/disease/detail/3004
ORPHA:300493,Sagliker syndrome,https://www.orpha.net/en/disease/detail/300493
ORPHA:300496,Multiple congenital anomalies-hypotonia-seizures syndrome type 2,https://www.orpha.net/en/disease/detail/300496
ORPHA:3005,Pyle disease,https://www.orpha.net/en/disease/detail/3005
ORPHA:300501,Painful orbital and systemic neurofibromas-marfanoid habitus syndrome,https://www.orpha.net/en/disease/detail/300501
ORPHA:300504,Onychocytic matricoma,https://www.orpha.net/en/disease/detail/300504
ORPHA:300512,Onychomatricoma,https://www.orpha.net/en/disease/detail/300512
ORPHA:300515,Rare nail tumor,https://www.orpha.net/en/disease/detail/300515
ORPHA:300525,Pseudohypoaldosteronism type 2D,https://www.orpha.net/en/disease/detail/300525
ORPHA:300530,Pseudohypoaldosteronism type 2E,https://www.orpha.net/en/disease/detail/300530
ORPHA:300536,DDOST-CDG,https://www.orpha.net/en/disease/detail/300536
ORPHA:300547,Autosomal recessive infantile hypercalcemia,https://www.orpha.net/en/disease/detail/300547
ORPHA:300552,Follicular cholangitis and pancreatitis,https://www.orpha.net/en/disease/detail/300552
ORPHA:300557,Carcinoma of the ampulla of Vater,https://www.orpha.net/en/disease/detail/300557
ORPHA:300564,Combined pulmonary fibrosis-emphysema syndrome,https://www.orpha.net/en/disease/detail/300564
ORPHA:300570,Cortical dysgenesis with pontocerebellar hypoplasia due to TUBB3 mutation,https://www.orpha.net/en/disease/detail/300570
ORPHA:300573,Polymicrogyria due to TUBB2B mutation,https://www.orpha.net/en/disease/detail/300573
ORPHA:300576,Oligodontia-cancer predisposition syndrome,https://www.orpha.net/en/disease/detail/300576
ORPHA:300579,Staphylococcal toxemia,https://www.orpha.net/en/disease/detail/300579
ORPHA:3006,Pyridoxine-dependent-developmental and epileptic encephalopathy,https://www.orpha.net/en/disease/detail/3006
ORPHA:300605,Juvenile amyotrophic lateral sclerosis,https://www.orpha.net/en/disease/detail/300605
ORPHA:300751,Familial dilated cardiomyopathy with conduction defect due to LMNA mutation,https://www.orpha.net/en/disease/detail/300751
ORPHA:300755,Laminopathy with striated muscle involvement,https://www.orpha.net/en/disease/detail/300755
ORPHA:300758,Laminopathy with peripheral neuropathy,https://www.orpha.net/en/disease/detail/300758
ORPHA:300763,Laminopathy with lipodystrophy,https://www.orpha.net/en/disease/detail/300763
ORPHA:300766,Laminopathy with premature aging,https://www.orpha.net/en/disease/detail/300766
ORPHA:3008,Pyruvate carboxylase deficiency,https://www.orpha.net/en/disease/detail/3008
ORPHA:300842,Indolent B-cell non-Hodgkin lymphoma,https://www.orpha.net/en/disease/detail/300842
ORPHA:300846,Aggressive B-cell non-Hodgkin lymphoma,https://www.orpha.net/en/disease/detail/300846
ORPHA:300849,Diffuse large B-cell lymphoma of the central nervous system,https://www.orpha.net/en/disease/detail/300849
ORPHA:300857,T-cell/histiocyte rich large B cell lymphoma,https://www.orpha.net/en/disease/detail/300857
ORPHA:300865,Primary cutaneous anaplastic large cell lymphoma,https://www.orpha.net/en/disease/detail/300865
ORPHA:300869,Splenic diffuse red pulp small B-cell lymphoma,https://www.orpha.net/en/disease/detail/300869
ORPHA:300878,Hairy cell leukemia variant,https://www.orpha.net/en/disease/detail/300878
ORPHA:300888,Diffuse large B-cell lymphoma with chronic inflammation,https://www.orpha.net/en/disease/detail/300888
ORPHA:300895,ALK-positive anaplastic large cell lymphoma,https://www.orpha.net/en/disease/detail/300895
ORPHA:300903,ALK-negative anaplastic large cell lymphoma,https://www.orpha.net/en/disease/detail/300903
ORPHA:300912,Marginal zone lymphoma,https://www.orpha.net/en/disease/detail/300912
ORPHA:301,Ependymal tumor,https://www.orpha.net/en/disease/detail/301
ORPHA:3010,Qazi-Markouizos syndrome,https://www.orpha.net/en/disease/detail/3010
ORPHA:3011,Spastic tetraplegia-retinitis pigmentosa-intellectual disability syndrome,https://www.orpha.net/en/disease/detail/3011
ORPHA:3013,Radiculomegaly of canine teeth- congenital cataract,https://www.orpha.net/en/disease/detail/3013
ORPHA:3015,Radio-renal syndrome,https://www.orpha.net/en/disease/detail/3015
ORPHA:3016,Absent radius-anogenital anomalies syndrome,https://www.orpha.net/en/disease/detail/3016
ORPHA:3018,Retinal ischemic syndrome-digestive tract small vessel hyalinosis-diffuse cerebral calcifications syndrome,https://www.orpha.net/en/disease/detail/3018
ORPHA:3019,Ramon syndrome,https://www.orpha.net/en/disease/detail/3019
ORPHA:302,Inherited epidermodysplasia verruciformis,https://www.orpha.net/en/disease/detail/302
ORPHA:3020,Ramsay Hunt syndrome,https://www.orpha.net/en/disease/detail/3020
ORPHA:3021,RAPADILINO syndrome,https://www.orpha.net/en/disease/detail/3021
ORPHA:3022,Rapp-Hodgkin syndrome,https://www.orpha.net/en/disease/detail/3022
ORPHA:3023,External auditory canal atresia-vertical talus-hypertelorism syndrome,https://www.orpha.net/en/disease/detail/3023
ORPHA:3026,Radial ray hypoplasia-choanal atresia syndrome,https://www.orpha.net/en/disease/detail/3026
ORPHA:3027,Caudal regression syndrome,https://www.orpha.net/en/disease/detail/3027
ORPHA:3029,NON RARE IN EUROPE: Horseshoe kidney,https://www.orpha.net/en/disease/detail/3029
ORPHA:303,Dystrophic epidermolysis bullosa,https://www.orpha.net/en/disease/detail/303
ORPHA:3032,NPHP3-related Meckel-like syndrome,https://www.orpha.net/en/disease/detail/3032
ORPHA:3033,Renal tubular dysgenesis,https://www.orpha.net/en/disease/detail/3033
ORPHA:3034,Delayed membranous cranial ossification,https://www.orpha.net/en/disease/detail/3034
ORPHA:3035,Growth delay-hydrocephaly-lung hypoplasia syndrome,https://www.orpha.net/en/disease/detail/3035
ORPHA:3038,Delayed speech-facial asymmetry-strabismus-ear lobe creases syndrome,https://www.orpha.net/en/disease/detail/3038
ORPHA:30391,Isolated biliary atresia,https://www.orpha.net/en/disease/detail/30391
ORPHA:304,Epidermolysis bullosa simplex,https://www.orpha.net/en/disease/detail/304
ORPHA:304055,Pituitary tumor,https://www.orpha.net/en/disease/detail/304055
ORPHA:3041,Intellectual disability-balding-patella luxation-acromicria syndrome,https://www.orpha.net/en/disease/detail/3041
ORPHA:3042,Intellectual disability-cataracts-calcified pinnae-myopathy syndrome,https://www.orpha.net/en/disease/detail/3042
ORPHA:3043,OBSOLETE: Intellectual disability-unusual facies syndrome,https://www.orpha.net/en/disease/detail/3043
ORPHA:3044,Intellectual disability-dysmorphism-hypogonadism-diabetes mellitus syndrome,https://www.orpha.net/en/disease/detail/3044
ORPHA:3046,"OBSOLETE: Intellectual disability-unusual facies, Davis-Lafer type",https://www.orpha.net/en/disease/detail/3046
ORPHA:3047,"Blepharophimosis-intellectual disability syndrome, SBBYS type",https://www.orpha.net/en/disease/detail/3047
ORPHA:305,Junctional epidermolysis bullosa,https://www.orpha.net/en/disease/detail/305
ORPHA:3050,OBSOLETE: Intellectual disability-hypotonia-skin hyperpigmentation syndrome,https://www.orpha.net/en/disease/detail/3050
ORPHA:3051,Nicolaides-Baraitser syndrome,https://www.orpha.net/en/disease/detail/3051
ORPHA:3052,X-linked intellectual disability-seizures-psoriasis syndrome,https://www.orpha.net/en/disease/detail/3052
ORPHA:3055,X-linked intellectual disability-hypogonadism-ichthyosis-obesity-short stature syndrome,https://www.orpha.net/en/disease/detail/3055
ORPHA:3056,"X-linked intellectual disability, Brooks type",https://www.orpha.net/en/disease/detail/3056
ORPHA:3057,Monoamine oxidase A deficiency,https://www.orpha.net/en/disease/detail/3057
ORPHA:3059,"X-linked intellectual disability, Gu type",https://www.orpha.net/en/disease/detail/3059
ORPHA:306,Self-limited infantile epilepsy,https://www.orpha.net/en/disease/detail/306
ORPHA:3061,"OBSOLETE: X-linked intellectual disability, Raynaud type",https://www.orpha.net/en/disease/detail/3061
ORPHA:3062,"OBSOLETE: X-linked intellectual disability, Schutz type",https://www.orpha.net/en/disease/detail/3062
ORPHA:3063,"X-linked intellectual disability, Snyder type",https://www.orpha.net/en/disease/detail/3063
ORPHA:3064,"OBSOLETE: X-linked intellectual disability, Wittner type",https://www.orpha.net/en/disease/detail/3064
ORPHA:306431,Adult-onset immunodeficiency with anti-interferon-gamma autoantibodies,https://www.orpha.net/en/disease/detail/306431
ORPHA:306436,OBSOLETE: Congenital sucrase-isomaltase deficiency with starch intolerance,https://www.orpha.net/en/disease/detail/306436
ORPHA:306446,OBSOLETE: Congenital sucrase-isomaltase deficiency with minimal starch tolerance,https://www.orpha.net/en/disease/detail/306446
ORPHA:306462,OBSOLETE: Congenital sucrase-isomaltase deficiency without starch intolerance,https://www.orpha.net/en/disease/detail/306462
ORPHA:306474,OBSOLETE: Congenital sucrase-isomaltase deficiency with starch and lactose intolerance,https://www.orpha.net/en/disease/detail/306474
ORPHA:306486,OBSOLETE: Congenital sucrase-isomaltase deficiency without sucrose intolerance,https://www.orpha.net/en/disease/detail/306486
ORPHA:306498,PTEN hamartoma tumor syndrome,https://www.orpha.net/en/disease/detail/306498
ORPHA:3065,X-linked intellectual disability-monoamine oxidase A metabolism anomaly syndrome,https://www.orpha.net/en/disease/detail/3065
ORPHA:306504,Interstitial lung disease-nephrotic syndrome-epidermolysis bullosa syndrome,https://www.orpha.net/en/disease/detail/306504
ORPHA:306507,LAMB2-related infantile-onset nephrotic syndrome,https://www.orpha.net/en/disease/detail/306507
ORPHA:306511,Autosomal recessive spastic paraplegia type 48,https://www.orpha.net/en/disease/detail/306511
ORPHA:306516,Primary hypomagnesemia with hypercalciuria and nephrocalcinosis,https://www.orpha.net/en/disease/detail/306516
ORPHA:306519,OBSOLETE: Genetic primary hypomagnesemia with hypocalciuria,https://www.orpha.net/en/disease/detail/306519
ORPHA:306522,OBSOLETE: Genetic primary hypomagnesemia with normocalciuria,https://www.orpha.net/en/disease/detail/306522
ORPHA:306527,Isolated hereditary congenital facial paralysis,https://www.orpha.net/en/disease/detail/306527
ORPHA:306530,Congenital hereditary facial paralysis-variable hearing loss syndrome,https://www.orpha.net/en/disease/detail/306530
ORPHA:306539,OBSOLETE: Hereditary acrokeratotic poikiloderma of Kindler-Weary,https://www.orpha.net/en/disease/detail/306539
ORPHA:306542,Frontonasal dysplasia-severe microphthalmia-severe facial clefting syndrome,https://www.orpha.net/en/disease/detail/306542
ORPHA:306547,Porencephaly-microcephaly-bilateral congenital cataract syndrome,https://www.orpha.net/en/disease/detail/306547
ORPHA:306550,FADD-related immunodeficiency,https://www.orpha.net/en/disease/detail/306550
ORPHA:306553,Myospherulosis,https://www.orpha.net/en/disease/detail/306553
ORPHA:306558,Primary microcephaly-epilepsy-permanent neonatal diabetes syndrome,https://www.orpha.net/en/disease/detail/306558
ORPHA:306561,OBSOLETE: Autosomal dominant childhood-onset cortical cataract,https://www.orpha.net/en/disease/detail/306561
ORPHA:306577,Hereditary sodium channelopathy-related small fibers neuropathy,https://www.orpha.net/en/disease/detail/306577
ORPHA:306588,OBSOLETE: Autosomal dominant Opitz G/BBB syndrome,https://www.orpha.net/en/disease/detail/306588
ORPHA:306597,OBSOLETE: X-linked Opitz G/BBB syndrome,https://www.orpha.net/en/disease/detail/306597
ORPHA:306617,X-linked complicated spastic paraplegia type 1,https://www.orpha.net/en/disease/detail/306617
ORPHA:306633,Rare tumor of gallbladder and extrahepatic biliary tract,https://www.orpha.net/en/disease/detail/306633
ORPHA:306636,Rare tumor of liver and intrahepatic biliary tract,https://www.orpha.net/en/disease/detail/306636
ORPHA:306640,Rare intoxication due to medical products,https://www.orpha.net/en/disease/detail/306640
ORPHA:306644,Complication after organ transplantation,https://www.orpha.net/en/disease/detail/306644
ORPHA:306648,Non-infectious anterior uveitis,https://www.orpha.net/en/disease/detail/306648
ORPHA:306658,Familial normophosphatemic tumoral calcinosis,https://www.orpha.net/en/disease/detail/306658
ORPHA:306661,Familial hyperphosphatemic tumoral calcinosis/Hyperphosphatemic hyperostosis syndrome,https://www.orpha.net/en/disease/detail/306661
ORPHA:306666,Rare parkinsonian syndrome due to neurodegenerative disease,https://www.orpha.net/en/disease/detail/306666
ORPHA:306669,Hemiparkinsonism-hemiatrophy syndrome,https://www.orpha.net/en/disease/detail/306669
ORPHA:306674,Kufor-Rakeb syndrome,https://www.orpha.net/en/disease/detail/306674
ORPHA:306679,Rare parkinsonian syndrome due to intoxication,https://www.orpha.net/en/disease/detail/306679
ORPHA:306682,Manganese poisoning,https://www.orpha.net/en/disease/detail/306682
ORPHA:306686,Delayed encephalopathy due to carbon monoxide poisoning,https://www.orpha.net/en/disease/detail/306686
ORPHA:306692,Cyanide-induced parkinsonism-dystonia,https://www.orpha.net/en/disease/detail/306692
ORPHA:306695,Miscellaneous movement disorder due to neurodegenerative disease,https://www.orpha.net/en/disease/detail/306695
ORPHA:3067,OBSOLETE: Intellectual disability-microcephaly-phalangeal-facial abnormalities syndrome,https://www.orpha.net/en/disease/detail/3067
ORPHA:306708,Frontotemporal neurodegeneration with movement disorder,https://www.orpha.net/en/disease/detail/306708
ORPHA:306712,Rare tremor disorder,https://www.orpha.net/en/disease/detail/306712
ORPHA:306715,Rare choreic movement disorder,https://www.orpha.net/en/disease/detail/306715
ORPHA:306719,Neurodegenerative disease with chorea,https://www.orpha.net/en/disease/detail/306719
ORPHA:306727,Postinfectious autoimmune disease with chorea,https://www.orpha.net/en/disease/detail/306727
ORPHA:306731,Sydenham chorea,https://www.orpha.net/en/disease/detail/306731
ORPHA:306734,"Primary dystonia, DYT21 type",https://www.orpha.net/en/disease/detail/306734
ORPHA:306741,Hemidystonia-hemiatrophy syndrome,https://www.orpha.net/en/disease/detail/306741
ORPHA:306747,Rare myoclonus,https://www.orpha.net/en/disease/detail/306747
ORPHA:306750,Primary myoclonus,https://www.orpha.net/en/disease/detail/306750
ORPHA:306753,Rare disease with myoclonus as a major feature,https://www.orpha.net/en/disease/detail/306753
ORPHA:306756,Epilepsy and/or ataxia with myoclonus as a major feature,https://www.orpha.net/en/disease/detail/306756
ORPHA:306759,Non progressive epilepsy and/or ataxia with myoclonus as a major feature,https://www.orpha.net/en/disease/detail/306759
ORPHA:306762,OBSOLETE: Progressive epilepsy and/or ataxia with myoclonus as a major feature,https://www.orpha.net/en/disease/detail/306762
ORPHA:306765,Motor stereotypies,https://www.orpha.net/en/disease/detail/306765
ORPHA:306768,Rare paroxysmal movement disorder,https://www.orpha.net/en/disease/detail/306768
ORPHA:306773,Hyperekplexia,https://www.orpha.net/en/disease/detail/306773
ORPHA:306776,Sporadic hyperekplexia,https://www.orpha.net/en/disease/detail/306776
ORPHA:3068,Intellectual disability-myopathy-short stature-endocrine defect syndrome,https://www.orpha.net/en/disease/detail/3068
ORPHA:307,Juvenile myoclonic epilepsy,https://www.orpha.net/en/disease/detail/307
ORPHA:307052,Rare genetic parkinsonian disorder,https://www.orpha.net/en/disease/detail/307052
ORPHA:307055,Rare parkinsonian syndrome due to genetic neurodegenerative disease,https://www.orpha.net/en/disease/detail/307055
ORPHA:307058,Miscellaneous movement disorder due to genetic neurodegenerative disease,https://www.orpha.net/en/disease/detail/307058
ORPHA:307061,Rare genetic tremor disorder,https://www.orpha.net/en/disease/detail/307061
ORPHA:307064,Rare genetic myoclonus,https://www.orpha.net/en/disease/detail/307064
ORPHA:307067,Rare genetic disease with myoclonus as a major feature,https://www.orpha.net/en/disease/detail/307067
ORPHA:3071,Costello syndrome,https://www.orpha.net/en/disease/detail/3071
ORPHA:307141,Diffuse palmoplantar keratoderma,https://www.orpha.net/en/disease/detail/307141
ORPHA:307148,Isolated diffuse palmoplantar keratoderma,https://www.orpha.net/en/disease/detail/307148
ORPHA:3074,Intellectual disability-short stature-hypertelorism syndrome,https://www.orpha.net/en/disease/detail/3074
ORPHA:3077,X-linked intellectual disability-psychosis-macroorchidism syndrome,https://www.orpha.net/en/disease/detail/3077
ORPHA:307711,Disease with diffuse palmoplantar keratoderma as a major feature,https://www.orpha.net/en/disease/detail/307711
ORPHA:307766,Curly hair-acral keratoderma-caries syndrome,https://www.orpha.net/en/disease/detail/307766
ORPHA:307773,Autosomal dominant diffuse mutilating palmoplantar keratoderma,https://www.orpha.net/en/disease/detail/307773
ORPHA:3078,"Severe X-linked intellectual disability, Gustavson type",https://www.orpha.net/en/disease/detail/3078
ORPHA:307804,Autosomal recessive disease with diffuse palmoplantar keratoderma as a major feature,https://www.orpha.net/en/disease/detail/307804
ORPHA:307837,Focal palmoplantar keratoderma,https://www.orpha.net/en/disease/detail/307837
ORPHA:307846,Isolated focal palmoplantar keratoderma,https://www.orpha.net/en/disease/detail/307846
ORPHA:307871,Disease with focal palmoplantar keratoderma as a major feature,https://www.orpha.net/en/disease/detail/307871
ORPHA:3079,"Intellectual disability, Buenos-Aires type",https://www.orpha.net/en/disease/detail/3079
ORPHA:307936,Hypotrichosis-osteolysis-periodontitis-palmoplantar keratoderma syndrome,https://www.orpha.net/en/disease/detail/307936
ORPHA:307967,Punctate palmoplantar keratoderma,https://www.orpha.net/en/disease/detail/307967
ORPHA:307995,Marginal papular palmoplantar keratoderma,https://www.orpha.net/en/disease/detail/307995
ORPHA:308,Progressive myoclonic epilepsy type 1,https://www.orpha.net/en/disease/detail/308
ORPHA:3080,"Intellectual disability, Wolff type",https://www.orpha.net/en/disease/detail/3080
ORPHA:308013,Focal acral hyperkeratosis,https://www.orpha.net/en/disease/detail/308013
ORPHA:308023,Disease with punctate palmoplantar keratoderma as a major feature,https://www.orpha.net/en/disease/detail/308023
ORPHA:308031,Autosomal dominant disease associated with punctate palmoplantar keratoderma as a major feature,https://www.orpha.net/en/disease/detail/308031
ORPHA:308041,Autosomal recessive disease associated with punctate palmoplantar keratoderma as a major feature,https://www.orpha.net/en/disease/detail/308041
ORPHA:308166,Erythrokeratoderma variabilis progressiva,https://www.orpha.net/en/disease/detail/308166
ORPHA:3082,Intellectual disability-polydactyly-uncombable hair syndrome,https://www.orpha.net/en/disease/detail/3082
ORPHA:308380,Methylcobalamin deficiency type cblDv1,https://www.orpha.net/en/disease/detail/308380
ORPHA:308386,Sulfite oxidase deficiency due to molybdenum cofactor deficiency type A,https://www.orpha.net/en/disease/detail/308386
ORPHA:308393,Sulfite oxidase deficiency due to molybdenum cofactor deficiency type B,https://www.orpha.net/en/disease/detail/308393
ORPHA:3084,Mirhosseini-Holmes-Walton syndrome,https://www.orpha.net/en/disease/detail/3084
ORPHA:308400,Sulfite oxidase deficiency due to molybdenum cofactor deficiency type C,https://www.orpha.net/en/disease/detail/308400
ORPHA:308407,Disorder of beta and omega amino acid metabolism,https://www.orpha.net/en/disease/detail/308407
ORPHA:308410,Autism-epilepsy syndrome due to branched chain ketoacid dehydrogenase kinase deficiency,https://www.orpha.net/en/disease/detail/308410
ORPHA:308425,Methylmalonic acidemia due to methylmalonyl-CoA epimerase deficiency,https://www.orpha.net/en/disease/detail/308425
ORPHA:308442,"Vitamin B12-responsive methylmalonic acidemia, type cblDv2",https://www.orpha.net/en/disease/detail/308442
ORPHA:308448,Aminoacylase deficiency,https://www.orpha.net/en/disease/detail/308448
ORPHA:308451,Disorder of neutral amino acid transport,https://www.orpha.net/en/disease/detail/308451
ORPHA:308459,Disorder of glycolysis,https://www.orpha.net/en/disease/detail/308459
ORPHA:308463,Disorder of fructose metabolism,https://www.orpha.net/en/disease/detail/308463
ORPHA:308467,Disorder of galactose metabolism,https://www.orpha.net/en/disease/detail/308467
ORPHA:308473,Erythrocyte galactose epimerase deficiency,https://www.orpha.net/en/disease/detail/308473
ORPHA:308487,Generalized galactose epimerase deficiency,https://www.orpha.net/en/disease/detail/308487
ORPHA:3085,Retinitis pigmentosa-intellectual disability-deafness-hypogonadism syndrome,https://www.orpha.net/en/disease/detail/3085
ORPHA:308520,Glycogen storage disease due to glycogen synthase deficiency,https://www.orpha.net/en/disease/detail/308520
ORPHA:308552,"Glycogen storage disease due to acid maltase deficiency, infantile onset",https://www.orpha.net/en/disease/detail/308552
ORPHA:308573,"OBSOLETE: Glycogen storage disease due to acid maltase deficiency, juvenile onset",https://www.orpha.net/en/disease/detail/308573
ORPHA:3086,Autosomal dominant vitreoretinochoroidopathy,https://www.orpha.net/en/disease/detail/3086
ORPHA:308604,"OBSOLETE: Glycogen storage disease due to acid maltase deficiency, adult onset",https://www.orpha.net/en/disease/detail/308604
ORPHA:308621,"Glycogen storage disease due to glycogen branching enzyme deficiency, progressive hepatic form",https://www.orpha.net/en/disease/detail/308621
ORPHA:308638,"Glycogen storage disease due to glycogen branching enzyme deficiency, non progressive hepatic form",https://www.orpha.net/en/disease/detail/308638
ORPHA:308655,"Glycogen storage disease due to glycogen branching enzyme deficiency, fatal perinatal neuromuscular form",https://www.orpha.net/en/disease/detail/308655
ORPHA:308670,"Glycogen storage disease due to glycogen branching enzyme deficiency, congenital neuromuscular form",https://www.orpha.net/en/disease/detail/308670
ORPHA:308684,"Glycogen storage disease due to glycogen branching enzyme deficiency, childhood combined hepatic and myopathic form",https://www.orpha.net/en/disease/detail/308684
ORPHA:308698,"Glycogen storage disease due to glycogen branching enzyme deficiency, childhood neuromuscular form",https://www.orpha.net/en/disease/detail/308698
ORPHA:3087,Retinohepatoendocrinologic syndrome,https://www.orpha.net/en/disease/detail/3087
